nr,id,idh,idl,ev1,varh,varl,xh,yh,pxh,pyh,xl,yl,pxl,pyl,dh,dl,b,start,trial,state,hvalue,lvalue,prhv_rsft,prstate
1756,86,384,177,5.8,15.36,3.36,1,9,0.4,0.6,7,3,0.7,0.3,0.216,0,26,0,3,10,0,0,0.5,0.400087676930929
1756,86,384,177,5.8,15.36,3.36,1,9,0.4,0.6,7,3,0.7,0.3,0.216,0,26,0,3,12,0,0,0.5,0.182492970225223
1756,86,384,177,5.8,15.36,3.36,1,9,0.4,0.6,7,3,0.7,0.3,0.216,0,26,0,3,14,0,0,0.5,0.182891002735737
1756,86,384,177,5.8,15.36,3.36,1,9,0.4,0.6,7,3,0.7,0.3,0.216,0,26,0,3,16,0,0,0.5,0.42581693052552
1756,86,384,177,5.8,15.36,3.36,1,9,0.4,0.6,7,3,0.7,0.3,0.216,0,26,0,3,18,0.6,0,0.952574104234098,0.230617040481333
1757,86,384,177,5.8,15.36,3.36,1,9,0.4,0.6,7,3,0.7,0.3,0.216,0,27,0,1,0,0.216,0,0.746493888717293,1
1757,86,384,177,5.8,15.36,3.36,1,9,0.4,0.6,7,3,0.7,0.3,0.216,0,27,0,2,1,0,0,0.5,0.298597555486917
1757,86,384,177,5.8,15.36,3.36,1,9,0.4,0.6,7,3,0.7,0.3,0.216,0,27,0,2,3,0,0,0.5,0.223948166615188
1757,86,384,177,5.8,15.36,3.36,1,9,0.4,0.6,7,3,0.7,0.3,0.216,0,27,0,2,7,0,0,0.5,0.522545722102105
1757,86,384,177,5.8,15.36,3.36,1,9,0.4,0.6,7,3,0.7,0.3,0.216,0,27,0,2,9,0.36,0,0.858148874234831,0.447896333230375
1757,86,384,177,5.8,15.36,3.36,1,9,0.4,0.6,7,3,0.7,0.3,0.216,0,27,0,3,2,0,0,0.5,0.0597195110973834
1757,86,384,177,5.8,15.36,3.36,1,9,0.4,0.6,7,3,0.7,0.3,0.216,0,27,0,3,4,0,0,0.5,0.0895792666460751
1757,86,384,177,5.8,15.36,3.36,1,9,0.4,0.6,7,3,0.7,0.3,0.216,0,27,0,3,6,0,0,0.5,0.0335922249922782
1757,86,384,177,5.8,15.36,3.36,1,9,0.4,0.6,7,3,0.7,0.3,0.216,0,27,0,3,8,0,0,0.5,0.209018288840842
1757,86,384,177,5.8,15.36,3.36,1,9,0.4,0.6,7,3,0.7,0.3,0.216,0,27,0,3,10,0,0,0.5,0.400087676930929
1757,86,384,177,5.8,15.36,3.36,1,9,0.4,0.6,7,3,0.7,0.3,0.216,0,27,0,3,12,0,0,0.5,0.182492970225223
1757,86,384,177,5.8,15.36,3.36,1,9,0.4,0.6,7,3,0.7,0.3,0.216,0,27,0,3,14,0,0,0.5,0.182891002735737
1757,86,384,177,5.8,15.36,3.36,1,9,0.4,0.6,7,3,0.7,0.3,0.216,0,27,0,3,16,0,0,0.5,0.42581693052552
1757,86,384,177,5.8,15.36,3.36,1,9,0.4,0.6,7,3,0.7,0.3,0.216,0,27,0,3,18,0.6,0,0.952574104234098,0.230617040481333
1758,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,1,1,9,0,1,0,1,1,0.5,1
1758,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,1,1,9,0,2,3,1,1,0.5,0.25
1758,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,1,1,9,0,2,7,1,1,0.5,0.45
1758,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,1,1,9,0,2,9,1,1,0.5,0.3
1758,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,1,1,9,0,3,6,1,1,0.5,0.0625
1758,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,1,1,9,0,3,10,1,1,0.5,0.225
1758,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,1,1,9,0,3,12,1,1,0.5,0.15
1758,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,1,1,9,0,3,14,1,1,0.5,0.2025
1758,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,1,1,9,0,3,16,1,1,0.5,0.27
1758,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,1,1,9,0,3,18,1,1,0.5,0.09
1759,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,10,0,1,0,0.996,0.999,0.496250070310918,1
1759,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,10,0,2,3,0.96,0.99,0.46257015465625,0.248125035155459
1759,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,10,0,2,7,1,1,0.5,0.446625063279826
1759,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,10,0,2,9,1,1,0.5,0.297750042186551
1759,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,10,0,3,6,0.6,0.9,0.182425523806356,0.0573876179429741
1759,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,10,0,3,10,1,1,0.5,0.21495397811731
1759,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,10,0,3,12,1,1,0.5,0.143302652078207
1759,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,10,0,3,14,1,1,0.5,0.200981278475922
1759,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,10,0,3,16,1,1,0.5,0.267975037967896
1759,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,10,0,3,18,1,1,0.5,0.0893250126559652
1760,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,11,0,1,0,0.996,0.999,0.496250070310918,1
1760,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,11,0,2,3,0.96,0.99,0.46257015465625,0.248125035155459
1760,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,11,0,2,7,1,1,0.5,0.446625063279826
1760,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,11,0,2,9,1,1,0.5,0.297750042186551
1760,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,11,0,3,6,0.6,0.9,0.182425523806356,0.0573876179429741
1760,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,11,0,3,10,1,1,0.5,0.21495397811731
1760,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,11,0,3,12,1,1,0.5,0.143302652078207
1760,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,11,0,3,14,1,1,0.5,0.200981278475922
1760,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,11,0,3,16,1,1,0.5,0.267975037967896
1760,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,11,0,3,18,1,1,0.5,0.0893250126559652
1761,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,12,0,1,0,0.996,0.999,0.496250070310918,1
1761,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,12,0,2,3,0.96,0.99,0.46257015465625,0.248125035155459
1761,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,12,0,2,7,1,1,0.5,0.446625063279826
1761,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,12,0,2,9,1,1,0.5,0.297750042186551
1761,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,12,0,3,6,0.6,0.9,0.182425523806356,0.0573876179429741
1761,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,12,0,3,10,1,1,0.5,0.21495397811731
1761,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,12,0,3,12,1,1,0.5,0.143302652078207
1761,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,12,0,3,14,1,1,0.5,0.200981278475922
1761,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,12,0,3,16,1,1,0.5,0.267975037967896
1761,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,12,0,3,18,1,1,0.5,0.0893250126559652
1762,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,13,0,1,0,0.996,0.999,0.496250070310918,1
1762,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,13,0,2,3,0.96,0.99,0.46257015465625,0.248125035155459
1762,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,13,0,2,7,1,1,0.5,0.446625063279826
1762,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,13,0,2,9,1,1,0.5,0.297750042186551
1762,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,13,0,3,6,0.6,0.9,0.182425523806356,0.0573876179429741
1762,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,13,0,3,10,1,1,0.5,0.21495397811731
1762,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,13,0,3,12,1,1,0.5,0.143302652078207
1762,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,13,0,3,14,1,1,0.5,0.200981278475922
1762,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,13,0,3,16,1,1,0.5,0.267975037967896
1762,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.996,0.999,13,0,3,18,1,1,0.5,0.0893250126559652
1763,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.948,0.978,14,0,1,0,0.948,0.978,0.46257015465625,1
1763,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.948,0.978,14,0,2,3,0.84,0.87,0.46257015465625,0.231285077328125
1763,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.948,0.978,14,0,2,7,0.96,0.99,0.46257015465625,0.416313139190625
1763,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.948,0.978,14,0,2,9,1,1,0.5,0.27754209279375
1763,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.948,0.978,14,0,3,6,0.6,0,0.952574104234098,0.0534927869946769
1763,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.948,0.978,14,0,3,10,0.6,0.9,0.182425523806356,0.192574033180837
1763,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.948,0.978,14,0,3,12,1,1,0.5,0.13357686759205
1763,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.948,0.978,14,0,3,14,1,1,0.5,0.173316629862753
1763,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.948,0.978,14,0,3,16,1,1,0.5,0.24043836166569
1763,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.948,0.978,14,0,3,18,1,1,0.5,0.0832626278381251
1764,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.948,0.978,15,0,1,0,0.948,0.978,0.46257015465625,1
1764,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.948,0.978,15,0,2,3,0.84,0.87,0.46257015465625,0.231285077328125
1764,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.948,0.978,15,0,2,7,0.96,0.99,0.46257015465625,0.416313139190625
1764,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.948,0.978,15,0,2,9,1,1,0.5,0.27754209279375
1764,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.948,0.978,15,0,3,6,0.6,0,0.952574104234098,0.0534927869946769
1764,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.948,0.978,15,0,3,10,0.6,0.9,0.182425523806356,0.192574033180837
1764,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.948,0.978,15,0,3,12,1,1,0.5,0.13357686759205
1764,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.948,0.978,15,0,3,14,1,1,0.5,0.173316629862753
1764,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.948,0.978,15,0,3,16,1,1,0.5,0.24043836166569
1764,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.948,0.978,15,0,3,18,1,1,0.5,0.0832626278381251
1765,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.918,0.972,16,0,1,0,0.918,0.972,0.432907095034546,1
1765,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.918,0.972,16,0,2,3,0.54,0.81,0.205870371800947,0.216453547517273
1765,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.918,0.972,16,0,2,7,0.96,0.99,0.46257015465625,0.389616385531091
1765,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.918,0.972,16,0,2,9,0.96,0.99,0.46257015465625,0.259744257020727
1765,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.918,0.972,16,0,3,6,0,0,0.5,0.0222806861525075
1765,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.918,0.972,16,0,3,10,0.6,0.9,0.182425523806356,0.130217690930377
1765,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.918,0.972,16,0,3,12,0.6,0.9,0.182425523806356,0.0868117939535844
1765,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.918,0.972,16,0,3,14,1,1,0.5,0.162202420540554
1765,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.918,0.972,16,0,3,16,1,1,0.5,0.216269894054071
1765,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.918,0.972,16,0,3,18,1,1,0.5,0.0720899646846905
1766,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.918,0.972,17,0,1,0,0.918,0.972,0.432907095034546,1
1766,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.918,0.972,17,0,2,3,0.54,0.81,0.205870371800947,0.216453547517273
1766,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.918,0.972,17,0,2,7,0.96,0.99,0.46257015465625,0.389616385531091
1766,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.918,0.972,17,0,2,9,0.96,0.99,0.46257015465625,0.259744257020727
1766,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.918,0.972,17,0,3,6,0,0,0.5,0.0222806861525075
1766,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.918,0.972,17,0,3,10,0.6,0.9,0.182425523806356,0.130217690930377
1766,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.918,0.972,17,0,3,12,0.6,0.9,0.182425523806356,0.0868117939535844
1766,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.918,0.972,17,0,3,14,1,1,0.5,0.162202420540554
1766,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.918,0.972,17,0,3,16,1,1,0.5,0.216269894054071
1766,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.918,0.972,17,0,3,18,1,1,0.5,0.0720899646846905
1767,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.81,0.837,18,0,1,0,0.81,0.837,0.466301164567099,1
1767,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.81,0.837,18,0,2,3,0.54,0.54,0.5,0.23315058228355
1767,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.81,0.837,18,0,2,7,0.84,0.87,0.46257015465625,0.419671048110389
1767,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.81,0.837,18,0,2,9,0.96,0.99,0.46257015465625,0.27978069874026
1767,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.81,0.837,18,0,3,6,0,0,0.5,0.0582876455708874
1767,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.81,0.837,18,0,3,10,0.6,0,0.952574104234098,0.201981412842184
1767,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.81,0.837,18,0,3,12,0.6,0.9,0.182425523806356,0.134654275228123
1767,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.81,0.837,18,0,3,14,0.6,0.9,0.182425523806356,0.174714571466256
1767,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.81,0.837,18,0,3,16,1,1,0.5,0.232952761955008
1767,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.81,0.837,18,0,3,18,1,1,0.5,0.0776509206516694
1768,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.81,0.837,19,0,1,0,0.81,0.837,0.466301164567099,1
1768,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.81,0.837,19,0,2,3,0.54,0.54,0.5,0.23315058228355
1768,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.81,0.837,19,0,2,7,0.84,0.87,0.46257015465625,0.419671048110389
1768,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.81,0.837,19,0,2,9,0.96,0.99,0.46257015465625,0.27978069874026
1768,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.81,0.837,19,0,3,6,0,0,0.5,0.0582876455708874
1768,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.81,0.837,19,0,3,10,0.6,0,0.952574104234098,0.201981412842184
1768,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.81,0.837,19,0,3,12,0.6,0.9,0.182425523806356,0.134654275228123
1768,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.81,0.837,19,0,3,14,0.6,0.9,0.182425523806356,0.174714571466256
1768,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.81,0.837,19,0,3,16,1,1,0.5,0.232952761955008
1768,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.81,0.837,19,0,3,18,1,1,0.5,0.0776509206516694
1769,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.666,0.765,20,0,1,0,0.666,0.765,0.378716404808932,1
1769,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.666,0.765,20,0,2,3,0.36,0,0.858148874234831,0.189358202404466
1769,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.666,0.765,20,0,2,7,0.54,0.81,0.205870371800947,0.340844764328039
1769,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.666,0.765,20,0,2,9,0.84,0.87,0.46257015465625,0.227229842885359
1769,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.666,0.765,20,0,3,6,0,0,0.5,0.0812487641102619
1769,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.666,0.765,20,0,3,10,0,0,0.5,0.181332694577781
1769,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.666,0.765,20,0,3,12,0.6,0,0.952574104234098,0.150053388715312
1769,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.666,0.765,20,0,3,14,0.6,0.9,0.182425523806356,0.0631528545227577
1769,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.666,0.765,20,0,3,16,0.6,0.9,0.182425523806356,0.136700672224568
1769,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.666,0.765,20,0,3,18,1,1,0.5,0.0630658461395977
1770,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.666,0.765,21,0,1,0,0.666,0.765,0.378716404808932,1
1770,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.666,0.765,21,0,2,3,0.36,0,0.858148874234831,0.189358202404466
1770,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.666,0.765,21,0,2,7,0.54,0.81,0.205870371800947,0.340844764328039
1770,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.666,0.765,21,0,2,9,0.84,0.87,0.46257015465625,0.227229842885359
1770,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.666,0.765,21,0,3,6,0,0,0.5,0.0812487641102619
1770,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.666,0.765,21,0,3,10,0,0,0.5,0.181332694577781
1770,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.666,0.765,21,0,3,12,0.6,0,0.952574104234098,0.150053388715312
1770,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.666,0.765,21,0,3,14,0.6,0.9,0.182425523806356,0.0631528545227577
1770,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.666,0.765,21,0,3,16,0.6,0.9,0.182425523806356,0.136700672224568
1770,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.666,0.765,21,0,3,18,1,1,0.5,0.0630658461395977
1771,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.486,0.486,22,0,1,0,0.486,0.486,0.5,1
1771,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.486,0.486,22,0,2,3,0,0,0.5,0.25
1771,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.486,0.486,22,0,2,7,0.54,0.54,0.5,0.45
1771,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.486,0.486,22,0,2,9,0.54,0.81,0.205870371800947,0.3
1771,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.486,0.486,22,0,3,6,0,0,0.5,0.0625
1771,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.486,0.486,22,0,3,10,0,0,0.5,0.225
1771,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.486,0.486,22,0,3,12,0,0,0.5,0.105880555770142
1771,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.486,0.486,22,0,3,14,0.6,0,0.952574104234098,0.2025
1771,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.486,0.486,22,0,3,16,0.6,0.9,0.182425523806356,0.190585000386256
1771,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.486,0.486,22,0,3,18,0.6,0.9,0.182425523806356,0.0370566669241705
1772,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.486,0.486,23,0,1,0,0.486,0.486,0.5,1
1772,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.486,0.486,23,0,2,3,0,0,0.5,0.25
1772,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.486,0.486,23,0,2,7,0.54,0.54,0.5,0.45
1772,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.486,0.486,23,0,2,9,0.54,0.81,0.205870371800947,0.3
1772,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.486,0.486,23,0,3,6,0,0,0.5,0.0625
1772,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.486,0.486,23,0,3,10,0,0,0.5,0.225
1772,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.486,0.486,23,0,3,12,0,0,0.5,0.105880555770142
1772,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.486,0.486,23,0,3,14,0.6,0,0.952574104234098,0.2025
1772,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.486,0.486,23,0,3,16,0.6,0.9,0.182425523806356,0.190585000386256
1772,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.486,0.486,23,0,3,18,0.6,0.9,0.182425523806356,0.0370566669241705
1773,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.324,0.324,24,0,1,0,0.324,0.324,0.5,1
1773,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.324,0.324,24,0,2,3,0,0,0.5,0.25
1773,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.324,0.324,24,0,2,7,0.36,0,0.858148874234831,0.45
1773,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.324,0.324,24,0,2,9,0.54,0.54,0.5,0.3
1773,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.324,0.324,24,0,3,6,0,0,0.5,0.0625
1773,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.324,0.324,24,0,3,10,0,0,0.5,0.305583496702837
1773,87,386,194,6.6,8.64,1.44,3,9,0.4,0.6,7,3,0.9,0.1,0.324,0.324,24,0,3,12,0,0,0.5,0.15
